"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_NAME","MUNICIPALITY"
"2017060586","2","U","U","Y","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060586","1","U","U","N","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017041354","2","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052467","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017116141","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017130658","1","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017088949","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017105961","2","U","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017088741","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017093532","1","U","U","Y","N","9","U","U","U","U","99999","U","N","9","U","U","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017093588","1","U","U","N","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109904","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017109947","3"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017078714","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017114365","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017070497","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017091801","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017067694","1","U","U","U","N","0","N","N","U","U","00599"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086823","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086832","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017097923","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017033927","1","N","N","N","Y","1","Y","Y","Y","Y","01100"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017099434","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","Y","Y","N","Y","2017","67","Philadelphia","67301"
"2017086127","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076146","1","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076369","2","U","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086360","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017013169","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052460","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052241","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052408","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017011708","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","U","2017","67","Philadelphia","67301"
"2017115952","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017109766","1","N","U","N","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109796","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017100762","1","N","Y","Y","Y","1","U","Y","Y","Y","01000"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017127415","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017109972","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017078719","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017133968","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2018025159","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","U"," "," "," "," ","2017","67","Philadelphia","67301"
"2017101874","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086051","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086064","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","Y","U","2017","67","Philadelphia","67301"
"2017086096","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","Y","2017","67","Philadelphia","67301"
"2017060767","2","U","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058265","2","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086302","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017021600","2","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017055487","1","U","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017055551","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017096561","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017010978","1","N","U","U","Y","1","U","U","Y","Y","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060750","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052195","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052274","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052339","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017115997","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017105897","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017060451","1","U","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017127523","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017109936","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017109945","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017133996","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017117230","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017067677","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017127859","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017013906","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017021491","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017076334","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076352","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017063612","2","N","N","U","Y","1","U","Y","Y","Y","00300"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017096452","1","N","N","Y","Y","1","U","U","N","N","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017091173","2","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052155","1","N","U","Y","N","9","U","U","Y","N","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017043901","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","U","2017","67","Philadelphia","67301"
"2017070503","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017108058","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017108112","3"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017108112","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017088829","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017088831","1","U","U","Y","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017093502","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2018005512","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017122797","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017106054","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017109835","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017098002","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017021493","1","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067887","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076145","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017076154","1","U","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017040552","1","N","N","N","Y","1","U","U","Y","Y","01124"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052270","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052297","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017019039","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017041154","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017041263","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2018027524","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017116095","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017084828","2","Y","N","Y","Y","3","U","Y","Y","N","01690"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109764","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017088847","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","Y","N","N","Y","2017","67","Philadelphia","67301"
"2017092355","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017105939","1","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017088759","2","U","U","Y","Y","1","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017101815","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017090870","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","Y","2017","67","Philadelphia","67301"
"2017128058","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017086720","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086056","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","Y","U","2017","67","Philadelphia","67301"
"2017058387","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017060666","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017043828","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017041175","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017115992","1","U","U","Y","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017116150","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017116210","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017103242","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","Y","Y","N","Y","2017","67","Philadelphia","67301"
"2017088948","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2018005447","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067695","1","U","U","Y","N","1","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017097935","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017097986","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017043797","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017055511","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017058322","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017076167","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017111045","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","Y","U","2017","67","Philadelphia","67301"
"2017041328","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017070461","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052295","1","N","U","N","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052368","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052383","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017037491","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","U","2017","67","Philadelphia","67301"
"2017097794","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017101814","2","Y","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017021597","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017055524","2","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017043787","1","U","U","N","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058334","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017041420","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017046977","1","Y","N","Y","Y","0","N","N","Y","Y","00747"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052429","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017033575","2","U","U","Y","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017105920","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017118138","1","N","N","N","Y","1","Y","Y","Y","Y","00600"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060478","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","U","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017078831","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017127342","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","U","2017","67","Philadelphia","67301"
"2017127352","1","U","U","Y","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017117233","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086647","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086784","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017061964","1","N","N","N","Y","1","U","Y","Y","N","00900"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067913","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086211","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076245","2","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076245","3","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076261","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017096524","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017097617","1","N","N","Y","Y","1","Y","Y","Y","Y","00696"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017070435","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017115982","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017116009","1","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017130594","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2018020721","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017091860","1","U","U","Y","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017053236","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017093569","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017093578","2","N","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017122787","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2018026738","1","N","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2018026739","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017091728","2","U","U","U","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017135072","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086795","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017097965","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017021611","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017055548","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017055582","2","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058312","2","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067924","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017067924","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067924","3","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017063186","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
